traffic_volume,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time
4200,None,-0.61,0,0,90,Mist,mist,11-02-2013 13:00
4200,None,3.45,0,0,64,Clouds,broken clouds,10-11-2013 15:00
4200,None,-0.61,0,0,90,Snow,heavy snow,11-02-2013 13:00
4200,None,18.57,0,0,40,Clouds,scattered clouds,17-09-2017 17:00
4200,None,-0.61,0,0,90,Snow,snow,11-02-2013 13:00
4200,None,20.53,0,0,92,Clouds,overcast clouds,18-07-2016 09:00
4200,None,10.93,0,0,90,Drizzle,light intensity drizzle,23-05-2013 18:00
4200,None,-5.00,0,0,40,Clouds,scattered clouds,11-11-2013 11:00
4200,None,25.14,0,0,44,Clouds,scattered clouds,15-06-2013 17:00
4201,None,22.30,0,0,5,Clear,sky is clear,17-09-2018 10:00
4201,None,23.26,0,0,0,Clear,Sky is Clear,15-08-2016 10:00
4201,None,23.99,0,0,40,Clouds,scattered clouds,05-07-2018 11:00
4201,None,16.49,0,0,20,Clouds,few clouds,10-09-2018 10:00
4201,None,9.35,0,0,40,Rain,light rain,07-04-2013 15:00
4201,None,11.06,0,0,1,Clear,sky is clear,31-03-2013 17:00
4201,None,9.35,0,0,40,Rain,moderate rain,07-04-2013 15:00
4201,None,6.44,0,0,92,Rain,light rain,26-10-2016 10:00
4201,None,5.73,0,0,90,Drizzle,drizzle,26-03-2017 17:00
4201,None,20.08,0,0,20,Clouds,few clouds,18-05-2016 18:00
4202,None,-12.30,0,0,40,Clouds,scattered clouds,11-12-2012 11:00
4202,None,3.21,0,0,1,Clear,sky is clear,17-10-2015 10:00
4202,None,16.21,0,0,64,Rain,light rain,04-10-2016 11:00
4202,None,31.87,0,0,20,Clouds,few clouds,05-07-2017 18:00
4203,None,-5.25,0,0,64,Snow,light snow,26-12-2013 12:00
4203,None,-10.56,0,0,90,Clouds,overcast clouds,03-02-2014 18:00
4203,None,25.89,0,0,12,Clouds,few clouds,13-08-2016 14:00
4203,None,-14.32,0,0,90,Clouds,overcast clouds,14-01-2013 18:00
4203,None,-3.44,0,0,1,Clear,sky is clear,10-02-2017 10:00
4203,None,28.29,0,0,40,Clouds,scattered clouds,16-07-2018 18:00
4203,None,-13.96,0,0,20,Clouds,few clouds,03-02-2014 10:00
4204,None,7.47,0,0,12,Clouds,few clouds,30-10-2016 14:00
4204,None,26.13,0,0,90,Clouds,overcast clouds,11-07-2015 15:00
4204,None,-1.71,0,0,90,Clouds,overcast clouds,24-02-2013 13:00
4204,None,-3.95,0,0,75,Clouds,broken clouds,24-11-2012 15:00
4205,None,0.95,0,0,90,Clouds,overcast clouds,17-01-2013 10:00
4205,None,22.93,0,0,40,Clouds,scattered clouds,05-07-2018 09:00
4205,None,7.15,0,0,90,Mist,mist,26-03-2016 11:00
4205,None,3.28,0,0,90,Clouds,overcast clouds,20-12-2015 16:00
4205,None,-1.03,0,0,90,Snow,snow,10-12-2012 14:00
4205,None,-1.03,0,0,90,Snow,heavy snow,10-12-2012 14:00
4205,None,-1.03,0,0,90,Fog,fog,10-12-2012 14:00
4205,None,21.50,0,0,24,Clouds,few clouds,23-06-2013 12:00
4206,None,-7.16,0,0,1,Clear,sky is clear,27-12-2015 13:00
4206,None,-3.75,0,0,40,Clouds,scattered clouds,24-11-2012 14:00
4206,None,2.49,0,0,90,Clouds,overcast clouds,17-11-2013 17:00
4206,None,10.93,0,0,1,Clear,sky is clear,19-03-2017 17:00
4207,None,-17.80,0,0,90,Snow,light snow,16-01-2016 11:00
4207,None,-15.14,0,0,90,Snow,light snow,15-01-2018 13:00
4207,None,-15.14,0,0,90,Haze,haze,15-01-2018 13:00
4207,None,-3.28,0,0,5,Clear,sky is clear,17-01-2018 18:00
4207,None,-1.36,0,0,90,Snow,snow,03-04-2018 17:00
4207,None,-1.36,0,0,90,Mist,mist,03-04-2018 17:00
4207,None,1.87,0,0,90,Fog,fog,27-11-2016 13:00
4207,None,1.87,0,0,90,Mist,mist,27-11-2016 13:00
4207,None,-17.80,0,0,90,Haze,haze,16-01-2016 11:00
4207,None,15.73,0,0,20,Clouds,few clouds,17-09-2017 13:00
4208,None,-1.41,0,0,90,Fog,fog,10-12-2012 17:00
4208,None,-1.41,0,0,90,Snow,heavy snow,10-12-2012 17:00
4208,None,5.06,0,0,90,Clouds,overcast clouds,19-03-2017 11:00
4208,None,-7.90,0,0,20,Clouds,few clouds,17-02-2013 16:00
4208,None,-1.41,0,0,90,Mist,mist,10-12-2012 17:00
4208,None,-1.41,0,0,90,Snow,snow,10-12-2012 17:00
4209,None,6.27,0,0,1,Clear,sky is clear,07-11-2015 18:00
4209,None,21.85,0,0,40,Clouds,scattered clouds,23-07-2018 10:00
4209,None,12.06,0,0,1,Clear,sky is clear,12-11-2016 15:00
4209,None,-16.75,0,0,1,Clear,sky is clear,26-12-2012 11:00
421,None,-5.96,0,0,90,Mist,mist,30-12-2015 01:00
421,None,18.15,0,0,1,Clear,sky is clear,16-08-2017 01:00
421,None,18.59,0.25,0,40,Fog,fog,03-09-2018 02:00
421,None,-8.59,0,0,20,Mist,mist,15-12-2012 04:00
421,None,4.74,0,0,1,Clear,sky is clear,20-02-2016 03:00
421,None,12.65,0,0,75,Clouds,broken clouds,27-09-2018 01:00
421,None,5.20,0,0,1,Clear,sky is clear,14-10-2017 04:00
421,None,16.16,0,0,0,Mist,mist,01-08-2013 03:00
421,None,16.85,0,0,1,Clear,sky is clear,01-06-2013 04:00
421,None,-1.93,0,0,1,Mist,mist,26-01-2018 02:00
421,None,21.93,0,0,1,Clear,sky is clear,06-08-2018 01:00
421,None,18.59,0.25,0,40,Rain,light rain,03-09-2018 02:00
421,None,21.87,0,0,8,Clear,sky is clear,16-07-2013 01:00
421,None,-5.96,0,0,90,Snow,light snow,30-12-2015 01:00
421,None,-1.93,0,0,1,Haze,haze,26-01-2018 02:00
4210,None,-3.00,0,0,90,Clouds,overcast clouds,01-03-2013 19:00
4210,None,12.28,0,0,0,Clear,Sky is Clear,26-09-2016 11:00
4210,None,-8.25,0,0,75,Clouds,broken clouds,16-02-2014 13:00
4210,None,-2.25,0,0,90,Snow,light snow,29-12-2016 18:00
4210,None,25.07,0,0,90,Rain,light rain,17-06-2017 18:00
4210,None,28.92,0,0,68,Clouds,broken clouds,07-07-2013 18:00
4211,None,23.58,1.02,0,75,Thunderstorm,proximity thunderstorm,27-07-2016 14:00
4211,None,23.58,1.02,0,75,Rain,moderate rain,27-07-2016 14:00
4211,None,1.67,0,0,90,Snow,snow,05-03-2018 08:00
4211,None,6.68,0,0,90,Thunderstorm,proximity thunderstorm,18-11-2016 10:00
4211,None,6.68,0,0,90,Rain,heavy intensity rain,18-11-2016 10:00
4211,None,4.43,0,0,90,Clouds,overcast clouds,13-04-2014 15:00
4211,None,6.68,0,0,90,Mist,mist,18-11-2016 10:00
4211,None,28.77,0,0,1,Clear,sky is clear,08-07-2018 13:00
4211,None,-4.65,0,0,64,Mist,mist,10-01-2014 10:00
4211,None,23.58,1.02,0,75,Squall,SQUALLS,27-07-2016 14:00
4211,None,23.58,1.02,0,75,Mist,mist,27-07-2016 14:00
4212,None,-17.00,0,0,1,Clear,sky is clear,13-01-2018 14:00
4212,None,23.33,0,0,1,Clear,sky is clear,12-09-2016 11:00
4212,None,-4.02,0,0,90,Snow,heavy snow,23-02-2013 11:00
4212,None,19.00,0,0,40,Clouds,scattered clouds,15-05-2017 18:00
4212,None,-17.67,0,0,90,Clouds,overcast clouds,05-02-2014 10:00
4212,None,21.90,0,0,90,Mist,mist,01-09-2018 09:00
4212,None,28.38,0,0,0,Clear,Sky is Clear,21-06-2014 17:00
4212,None,3.86,0,0,90,Drizzle,light intensity drizzle,13-12-2015 12:00
4212,None,3.86,0,0,90,Mist,mist,13-12-2015 12:00
4212,None,3.86,0,0,90,Rain,light rain,13-12-2015 12:00
4213,None,-10.38,0,0,90,Clouds,overcast clouds,15-02-2014 11:00
4213,None,-3.51,0,0,5,Clear,sky is clear,12-03-2018 10:00
4213,None,23.26,0,0,1,Clear,sky is clear,08-07-2017 11:00
4213,None,-7.77,0,0,5,Clear,sky is clear,23-11-2013 14:00
4213,None,8.55,0,0,1,Clear,sky is clear,01-04-2017 10:00
4213,None,17.61,0,0,90,Rain,light rain,28-05-2016 12:00
4213,None,26.31,0,0,1,Clear,sky is clear,14-07-2018 11:00
4214,None,31.25,0,0,0,Clear,Sky is Clear,09-08-2016 18:00
4215,None,32.54,0,0,75,Thunderstorm,proximity thunderstorm,25-06-2016 17:00
4215,None,-3.27,0,0,90,Clouds,overcast clouds,20-11-2016 10:00
4215,None,5.74,0,0,75,Drizzle,light intensity drizzle,22-02-2017 10:00
4215,None,22.21,0,0,1,Clear,sky is clear,06-07-2018 10:00
4215,None,20.31,0,0,8,Clear,sky is clear,19-09-2016 12:00
4215,None,13.51,0,0,1,Clear,sky is clear,06-04-2014 14:00
4215,None,5.74,0,0,75,Mist,mist,22-02-2017 10:00
4216,None,1.14,0,0,90,Rain,light rain,23-01-2017 10:00
4216,None,31.13,0,0,20,Clouds,few clouds,15-07-2017 14:00
4216,None,14.14,0,0,90,Rain,proximity shower rain,12-10-2015 10:00
4216,None,1.14,0,0,90,Mist,mist,23-01-2017 10:00
4216,None,25.28,0,0,1,Clear,sky is clear,13-08-2018 10:00
4216,None,1.14,0,0,90,Snow,light snow,23-01-2017 10:00
4217,None,10.31,0,0,1,Clear,sky is clear,08-11-2016 10:00
4217,None,21.43,0,0,40,Clouds,scattered clouds,01-07-2017 13:00
4217,None,-15.47,0,0,90,Haze,haze,14-01-2013 11:00
4217,None,-15.47,0,0,90,Snow,heavy snow,14-01-2013 11:00
4217,None,23.10,0,0,1,Clear,sky is clear,29-07-2015 10:00
4218,None,-6.73,0,0,1,Clear,sky is clear,06-02-2017 10:00
4218,None,11.67,0,0,90,Clouds,overcast clouds,13-03-2016 17:00
4218,None,23.11,0,0,40,Clouds,scattered clouds,20-04-2014 15:00
4218,None,18.18,0,0,68,Clouds,broken clouds,27-07-2013 11:00
4218,None,28.64,0,0,1,Clear,sky is clear,14-07-2018 13:00
4219,None,1.00,0,0,90,Snow,light snow,23-11-2016 08:00
4219,None,5.87,0,0,90,Mist,mist,20-05-2017 13:00
4219,None,18.27,0,0,1,Clear,sky is clear,20-09-2015 11:00
4219,None,1.22,0,0,75,Clouds,broken clouds,14-04-2014 18:00
4219,None,1.00,0,0,90,Drizzle,drizzle,23-11-2016 08:00
4219,None,1.00,0,0,90,Mist,mist,23-11-2016 08:00
4219,None,32.92,0,0,40,Clouds,scattered clouds,15-09-2018 16:00
4219,None,4.53,0,0,1,Clear,sky is clear,27-03-2017 10:00
4219,None,5.87,0,0,90,Rain,moderate rain,20-05-2017 13:00
422,None,-17.81,0,0,90,Clouds,overcast clouds,02-01-2014 00:00
422,None,11.32,0,0,1,Mist,mist,18-09-2016 04:00
422,None,-8.27,0,0,1,Clear,sky is clear,22-11-2017 01:00
422,None,-22.27,0,0,1,Clear,sky is clear,21-01-2014 00:00
422,None,8.44,0,0,1,Clear,sky is clear,10-11-2016 02:00
422,None,-9.62,0,0,1,Clear,sky is clear,10-03-2017 01:00
422,None,17.08,0,0,40,Clouds,scattered clouds,01-08-2015 04:00
422,None,-6.95,0,0,90,Snow,heavy snow,13-01-2013 05:00
422,None,14.97,0,0,1,Clear,sky is clear,17-09-2016 04:00
422,None,-20.93,0,0,1,Clear,sky is clear,02-02-2018 02:00
422,None,14.64,0,0,1,Clear,sky is clear,09-06-2014 01:00
422,None,2.76,0,0,40,Clouds,scattered clouds,09-11-2012 01:00
422,None,6.07,0,0,1,Clear,sky is clear,27-04-2018 01:00
422,None,20.14,0,0,1,Clear,sky is clear,25-06-2018 01:00
422,None,15.26,0,0,0,Clear,Sky is Clear,24-08-2013 03:00
4220,None,-2.87,0,0,90,Haze,haze,15-02-2016 11:00
4220,None,18.56,0,0,1,Clear,sky is clear,08-09-2016 10:00
4220,None,20.74,0,0,12,Clouds,few clouds,20-09-2016 11:00
4220,None,28.02,0,0,1,Clear,sky is clear,25-07-2016 13:00
4220,None,6.65,0,0,40,Clouds,scattered clouds,14-05-2016 13:00
4220,None,-0.99,0,0,40,Clouds,scattered clouds,18-02-2014 10:00
4220,None,-2.87,0,0,90,Mist,mist,15-02-2016 11:00
4221,None,18.73,0,0,90,Drizzle,light intensity drizzle,02-06-2018 17:00
4221,None,21.87,0,0,1,Clear,sky is clear,12-08-2017 11:00
4221,None,-18.73,0,0,1,Clear,sky is clear,12-01-2016 11:00
4221,None,10.49,0,0,1,Clear,sky is clear,13-10-2012 18:00
4221,None,9.24,0,0,12,Clouds,few clouds,14-10-2016 10:00
4221,None,25.09,0,0,20,Clouds,few clouds,30-08-2016 18:00
4221,None,18.73,0,0,90,Rain,light rain,02-06-2018 17:00
4221,None,18.73,0,0,90,Mist,mist,02-06-2018 17:00
4222,None,-3.46,0,0,5,Clear,sky is clear,31-03-2018 16:00
4222,None,-7.06,0,0,64,Mist,mist,03-01-2014 18:00
4222,None,27.92,0,0,40,Thunderstorm,thunderstorm,03-08-2014 18:00
4222,None,-15.01,0,0,90,Haze,haze,13-01-2016 10:00
4222,None,24.69,0,0,1,Clear,sky is clear,03-07-2017 12:00
4222,None,22.63,0,0,88,Clouds,overcast clouds,12-08-2016 10:00
4222,None,-15.01,0,0,90,Snow,light snow,13-01-2016 10:00
4223,None,-6.01,0.25,0,90,Rain,light rain,01-04-2014 10:00
4223,None,26.03,0,0,1,Clear,sky is clear,18-09-2016 18:00
4223,None,22.45,0,0,75,Rain,moderate rain,27-07-2016 18:00
4223,None,-14.08,0,0,5,Clear,sky is clear,11-02-2018 11:00
4223,None,8.93,0,0,40,Clouds,scattered clouds,14-05-2016 15:00
4223,None,10.99,0,0,1,Clear,sky is clear,10-11-2016 10:00
4223,None,15.65,0,0,90,Clouds,overcast clouds,15-09-2013 11:00
4224,None,18.21,0,0,75,Clouds,broken clouds,21-05-2018 14:00
4224,None,20.26,0,0,90,Clouds,overcast clouds,11-05-2014 17:00
4224,None,2.19,0,0,90,Clouds,overcast clouds,25-11-2016 15:00
4224,None,9.44,0,0,1,Clear,sky is clear,15-11-2016 18:00
4224,None,18.31,0,0,90,Mist,mist,27-08-2016 14:00
4224,None,18.31,0,0,90,Drizzle,light intensity drizzle,27-08-2016 14:00
4224,None,18.31,0,0,90,Rain,light rain,27-08-2016 14:00
4224,None,-7.51,0,0,90,Clouds,overcast clouds,12-02-2014 10:00
4224,None,26.54,0,0,1,Clear,sky is clear,15-09-2017 19:00
4224,None,22.36,0,0,1,Clear,sky is clear,11-08-2015 10:00
4225,None,-14.46,0,0,64,Clouds,broken clouds,15-01-2014 10:00
4225,None,-17.23,0,0,1,Clear,sky is clear,25-02-2014 11:00
4226,None,29.62,0,0,56,Clouds,broken clouds,07-07-2013 16:00
4226,None,10.33,0.76,0,90,Rain,moderate rain,25-04-2016 10:00
4226,None,13.23,0,0,0,Clear,Sky is Clear,05-10-2016 18:00
4226,None,25.81,0,0,12,Clouds,few clouds,13-08-2016 16:00
4226,None,28.65,0,0,40,Clouds,scattered clouds,27-07-2015 18:00
4226,None,25.10,0,0,92,Clouds,overcast clouds,21-07-2013 17:00
4226,None,10.33,0.76,0,90,Drizzle,drizzle,25-04-2016 10:00
4226,None,4.07,0,0,90,Clouds,overcast clouds,04-03-2018 15:00
4226,None,13.71,0,0,40,Clouds,scattered clouds,31-03-2017 19:00
4226,None,3.64,0,0,64,Clouds,broken clouds,17-01-2014 10:00
4226,None,24.42,0,0,1,Clear,sky is clear,11-09-2016 13:00
4226,None,10.33,0.76,0,90,Mist,mist,25-04-2016 10:00
4226,None,18.94,0.25,0,12,Rain,light rain,12-06-2013 10:00
4226,None,-7.19,0,0,40,Snow,light snow,20-02-2018 18:00
4226,None,10.33,0.76,0,90,Thunderstorm,proximity thunderstorm with drizzle,25-04-2016 10:00
4226,None,24.68,0,0,40,Clouds,scattered clouds,28-06-2015 13:00
4227,None,7.73,0,0,1,Clear,sky is clear,12-11-2016 11:00
4228,None,-5.47,0,0,90,Snow,light snow,19-02-2018 06:00
4228,None,0.21,0,0,90,Snow,heavy snow,19-04-2013 11:00
4228,None,-26.00,0,0,40,Clouds,scattered clouds,06-01-2014 16:00
4229,None,-10.50,0,0,90,Haze,haze,08-02-2016 11:00
4229,None,26.79,0,0,90,Clouds,overcast clouds,05-08-2018 18:00
4229,None,29.00,0,0,1,Clear,sky is clear,09-06-2017 18:00
4229,None,22.20,0,0,75,Mist,mist,12-06-2017 10:00
4229,None,27.33,0,0,0,Clear,Sky is Clear,14-08-2016 15:00
4229,None,1.34,0,0,1,Clear,sky is clear,23-03-2013 18:00
4229,None,24.20,0,0,75,Clouds,broken clouds,28-07-2018 13:00
423,None,17.86,0,0,75,Mist,mist,27-08-2017 03:00
423,None,18.35,0,0,1,Mist,mist,11-08-2018 03:00
423,None,18.35,0,0,1,Haze,haze,11-08-2018 03:00
423,None,18.39,2.16,0,76,Mist,mist,12-06-2014 01:00
423,None,19.89,0,0,40,Clouds,scattered clouds,22-08-2015 04:00
423,None,20.34,0,0,1,Clear,sky is clear,19-07-2018 01:00
423,None,-2.87,0,0,90,Clouds,overcast clouds,26-02-2016 01:00
423,None,21.94,0,0,1,Clear,sky is clear,27-07-2015 01:00
423,None,19.40,0,0,1,Mist,mist,13-06-2017 01:00
423,None,22.36,0,0,1,Clear,sky is clear,04-08-2018 04:00
423,None,24.00,0,0,1,Rain,light rain,09-07-2018 01:00
423,None,-5.13,0,0,1,Clear,sky is clear,23-11-2017 05:00
423,None,18.39,2.16,0,76,Rain,moderate rain,12-06-2014 01:00
4230,None,22.85,0,0,75,Clouds,broken clouds,14-08-2017 18:00
4230,None,11.56,0,0,90,Clouds,overcast clouds,12-04-2014 18:00
4230,None,-3.98,0,0,20,Clouds,few clouds,05-01-2013 17:00
4230,None,2.48,0,0,90,Drizzle,drizzle,10-03-2013 15:00
4230,None,2.48,0,0,90,Rain,light rain,10-03-2013 15:00
4230,None,12.74,0,0,76,Rain,light rain,31-10-2016 12:00
4230,None,2.48,0,0,90,Drizzle,light intensity drizzle,10-03-2013 15:00
4230,None,2.48,0,0,90,Mist,mist,10-03-2013 15:00
4231,None,6.24,0,0,75,Clouds,broken clouds,23-11-2012 14:00
4231,None,33.87,0,0,75,Clouds,broken clouds,10-06-2017 16:00
4232,None,2.67,0,0,90,Rain,moderate rain,30-11-2016 18:00
4232,None,-7.06,0,0,90,Mist,mist,25-02-2013 10:00
4232,None,17.35,0,0,1,Clear,sky is clear,09-09-2017 11:00
4232,None,20.45,0,0,1,Clear,sky is clear,03-09-2016 11:00
4232,None,23.32,0,0,1,Clear,sky is clear,08-09-2016 18:00
4232,None,2.67,0,0,90,Drizzle,drizzle,30-11-2016 18:00
4232,None,26.78,0,0,40,Clouds,scattered clouds,08-07-2017 16:00
4232,None,22.21,0,0,40,Clouds,scattered clouds,10-09-2017 13:00
4232,None,-7.06,0,0,90,Haze,haze,25-02-2013 10:00
4232,None,-23.49,0,0,90,Clouds,overcast clouds,31-12-2013 07:00
4232,None,14.27,0,0,80,Clouds,broken clouds,27-09-2016 13:00
4232,None,-2.64,0.25,0,90,Rain,light rain,24-03-2014 12:00
4232,None,1.39,0.41,0,20,Rain,light rain,05-04-2014 10:00
4232,None,15.15,0,0,1,Clear,sky is clear,06-04-2014 15:00
4233,None,-17.14,0.76,0,90,Snow,light snow,30-12-2013 15:00
4233,None,-6.12,0,0,1,Clear,sky is clear,22-03-2013 21:00
4233,None,26.87,0,0,5,Clear,sky is clear,11-09-2017 18:00
4233,None,18.14,0,0,40,Clouds,scattered clouds,28-06-2016 10:00
4233,None,-0.87,0,0,90,Snow,light snow,30-11-2015 08:00
4233,None,-0.87,0,0,90,Mist,mist,30-11-2015 08:00
4233,None,0.40,0,0,20,Clouds,few clouds,17-11-2012 10:00
4233,None,28.77,0,0,1,Clear,sky is clear,15-07-2018 13:00
4233,None,2.36,0,0,90,Mist,mist,06-12-2015 15:00
4233,None,25.36,0,0,40,Clouds,scattered clouds,19-05-2013 16:00
4233,None,22.33,0,0,5,Clear,sky is clear,30-07-2018 10:00
4233,None,27.11,0,0,1,Clear,sky is clear,27-06-2015 14:00
4233,None,28.77,0,0,75,Clouds,broken clouds,31-07-2017 18:00
4233,None,-17.14,0.76,0,90,Rain,light rain,30-12-2013 15:00
4234,None,30.79,0,0,75,Rain,light rain,17-06-2018 15:00
4234,None,9.40,0,0,90,Haze,haze,03-04-2017 11:00
4234,None,11.53,0,0,93,Mist,mist,14-10-2012 16:00
4234,None,-11.01,0,0,40,Clouds,scattered clouds,31-12-2012 11:00
4234,None,5.35,0,0,90,Clouds,overcast clouds,17-11-2013 14:00
4234,None,9.40,0,0,90,Mist,mist,03-04-2017 11:00
4235,None,-6.80,0,0,40,Clouds,scattered clouds,30-12-2016 10:00
4235,None,24.20,0,0,75,Rain,light rain,24-06-2018 13:00
4235,None,12.93,0,0,1,Clear,sky is clear,08-11-2015 12:00
4235,None,8.53,0,0,20,Clouds,few clouds,16-11-2016 10:00
4235,None,-0.57,0,0,90,Clouds,overcast clouds,05-11-2017 17:00
4235,None,0.57,0,0,40,Mist,mist,15-12-2012 13:00
4235,None,15.84,0,0,90,Mist,mist,17-09-2016 10:00
4235,None,22.22,0,0,75,Rain,light rain,09-08-2015 16:00
4235,None,-7.27,0,0,1,Clear,sky is clear,04-01-2016 11:00
4235,None,4.92,0,0,90,Clouds,overcast clouds,03-12-2017 12:00
4235,None,24.20,0,0,75,Drizzle,drizzle,24-06-2018 13:00
4236,None,1.43,0,0,20,Clouds,few clouds,11-11-2017 18:00
4236,None,21.14,0,0,1,Rain,light rain,21-08-2017 18:00
4236,None,2.79,0,0,90,Clouds,overcast clouds,21-01-2018 16:00
4236,None,10.31,0,0,75,Rain,light rain,15-10-2017 18:00
4236,None,-3.89,0,0,90,Clouds,overcast clouds,24-12-2015 13:00
4236,None,21.14,0,0,1,Drizzle,light intensity drizzle,21-08-2017 18:00
4236,None,-3.33,0,0,1,Clear,sky is clear,02-01-2016 12:00
4236,None,22.50,0,0,90,Rain,light rain,04-08-2018 11:00
4236,None,22.50,0,0,90,Drizzle,drizzle,04-08-2018 11:00
4237,None,14.14,0,0,90,Clouds,overcast clouds,18-05-2013 18:00
4237,None,-15.79,0,0,75,Clouds,broken clouds,09-01-2016 16:00
4237,None,21.46,0,0,1,Clear,sky is clear,06-05-2018 13:00
4238,None,9.86,0,0,90,Rain,light rain,21-05-2017 11:00
4238,None,-5.26,0,0,20,Clouds,few clouds,17-03-2013 12:00
4238,None,-17.43,0,0,75,Clouds,broken clouds,04-01-2017 18:00
4238,None,11.65,0,0,40,Clouds,scattered clouds,10-04-2016 18:00
4238,None,18.15,0,0,90,Clouds,overcast clouds,23-04-2017 17:00
4238,None,21.28,0,0,20,Rain,light rain,28-08-2016 11:00
4238,None,21.28,0,0,20,Haze,haze,28-08-2016 11:00
4238,None,21.28,0,0,20,Mist,mist,28-08-2016 11:00
4238,None,3.53,0,0,90,Mist,mist,26-03-2017 12:00
4238,None,9.86,0,0,90,Mist,mist,21-05-2017 11:00
4238,None,26.56,0,0,40,Clouds,scattered clouds,08-07-2017 15:00
4238,None,9.86,0,0,90,Drizzle,light intensity drizzle,21-05-2017 11:00
4239,None,-11.00,0,0,90,Clouds,overcast clouds,04-03-2014 10:00
4239,None,25.85,0,0,68,Clouds,broken clouds,09-08-2016 11:00
4239,None,7.57,0,0,90,Clouds,overcast clouds,30-04-2016 09:00
4239,None,11.49,0,0,40,Clouds,scattered clouds,19-11-2012 18:00
4239,None,10.64,0,0,40,Clouds,scattered clouds,07-05-2017 10:00
4239,None,19.59,0,0,1,Clear,sky is clear,20-09-2015 12:00
4239,None,28.07,0,0,20,Clouds,few clouds,26-07-2016 11:00
4239,None,24.69,0,0,20,Clouds,few clouds,29-07-2016 18:00
424,None,23.09,0,0,90,Clouds,overcast clouds,02-08-2016 02:00
424,None,16.84,0,0,1,Mist,mist,07-08-2014 03:00
424,None,5.50,0,0,1,Clear,sky is clear,16-11-2013 04:00
424,None,15.93,0,0,1,Thunderstorm,thunderstorm,02-06-2018 04:00
424,None,16.59,0,0,1,Clear,sky is clear,12-08-2015 01:00
424,None,16.07,0,0,90,Rain,moderate rain,26-08-2017 04:00
424,None,16.07,0,0,90,Mist,mist,26-08-2017 04:00
424,None,18.13,0,0,40,Rain,light rain,14-06-2018 01:00
424,None,20.04,1.27,0,90,Rain,moderate rain,24-08-2018 03:00
424,None,20.04,1.27,0,90,Thunderstorm,thunderstorm with light drizzle,24-08-2018 03:00
424,None,20.04,1.27,0,90,Drizzle,light intensity drizzle,24-08-2018 03:00
424,None,-9.01,0.38,0,64,Rain,light rain,20-12-2013 01:00
424,None,16.07,0,0,40,Clouds,scattered clouds,14-07-2014 03:00
424,None,-9.01,0.38,0,64,Snow,light snow,20-12-2013 01:00
424,None,-9.01,0.38,0,64,Mist,mist,20-12-2013 01:00
424,None,16.17,0,0,1,Clear,sky is clear,31-07-2014 03:00
424,None,5.80,1.09,0,68,Drizzle,drizzle,18-10-2013 01:00
424,None,5.80,1.09,0,68,Mist,mist,18-10-2013 01:00
424,None,5.80,1.09,0,68,Rain,moderate rain,18-10-2013 01:00
424,None,17.75,0,0,1,Fog,fog,05-08-2014 01:00
424,None,16.14,0,0,1,Haze,haze,19-07-2017 03:00
424,None,16.14,0,0,1,Fog,fog,19-07-2017 03:00
424,None,16.14,0,0,1,Mist,mist,19-07-2017 03:00
424,None,17.19,0,0,64,Rain,light rain,09-07-2014 01:00
4240,None,-23.77,0,0,5,Clear,sky is clear,12-01-2018 08:00
4240,None,-0.34,0,0,90,Clouds,overcast clouds,18-03-2014 10:00
4240,None,-4.57,0,0,90,Haze,haze,29-12-2012 14:00
4240,None,-4.57,0,0,90,Snow,heavy snow,29-12-2012 14:00
4240,None,14.49,0,0,1,Mist,mist,31-07-2018 06:00
4240,None,22.40,0,0,40,Clouds,scattered clouds,21-08-2016 16:00
4241,None,2.75,0,0,90,Rain,moderate rain,30-11-2016 11:00
4241,None,31.60,0,0,1,Clear,sky is clear,22-07-2016 12:00
4241,None,2.73,0,0,90,Rain,proximity shower rain,04-03-2018 12:00
4241,None,23.33,0,0,1,Clear,sky is clear,29-09-2013 14:00
4241,None,7.96,0,0,90,Rain,moderate rain,07-04-2013 16:00
4241,None,2.75,0,0,90,Mist,mist,30-11-2016 11:00
4241,None,28.66,0,0,1,Clear,sky is clear,26-06-2016 14:00
4241,None,2.73,0,0,90,Snow,light snow,04-03-2018 12:00
4241,None,2.75,0,0,90,Drizzle,drizzle,30-11-2016 11:00
4241,None,7.96,0,0,90,Rain,light rain,07-04-2013 16:00
4241,None,7.96,0,0,90,Mist,mist,07-04-2013 16:00
4241,None,10.91,0,0,1,Clear,sky is clear,06-04-2014 12:00
4242,None,22.03,1.4,0,88,Thunderstorm,proximity thunderstorm,16-06-2013 15:00
4242,None,2.00,0,0,90,Rain,moderate rain,04-12-2016 16:00
4242,None,29.36,0,0,40,Clouds,scattered clouds,14-07-2018 14:00
4242,None,22.03,1.4,0,88,Rain,moderate rain,16-06-2013 15:00
4242,None,15.53,0,0,20,Clouds,few clouds,06-04-2014 16:00
4242,None,2.21,0,0,90,Haze,haze,11-03-2018 16:00
4242,None,2.21,0,0,90,Mist,mist,11-03-2018 16:00
4242,None,2.00,0,0,90,Drizzle,light intensity drizzle,04-12-2016 16:00
4242,None,25.64,0,0,1,Clear,sky is clear,23-08-2016 18:00
4243,None,-13.85,0,0,64,Clouds,broken clouds,09-01-2014 10:00
4243,None,30.65,0,0,0,Clear,Sky is Clear,10-08-2016 13:00
